review_id,sku_id,customer_id,rating,review_text,review_title,sentiment_score,review_date,verified_purchase,image_uploaded
REV00000324,SKU00370,CUST00091,4,Excellent quality and very comfortable. Highly recommend!,Excellent Bath Mats,0.6,2024-04-30 17:47:39.000000,True,False
REV00000325,SKU00251,CUST00091,4,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Cutlery,0.625,2024-05-12 17:47:39.000000,True,False
REV00000326,SKU00186,CUST00091,5,Worth every penny. You can tell it's quality materials and well-made.,Excellent Sculptures,0.863,2026-03-30 21:57:06.005799,True,False
REV00000327,SKU00031,CUST00091,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Excellent Chairs,0.829,2026-03-26 18:48:59.000000,True,False
REV00000328,SKU00239,CUST00092,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Beautiful Cookware,0.829,2025-11-26 17:25:25.000000,True,False
REV00000329,SKU00406,CUST00092,5,Really happy with this purchase. The color is rich and the material seems durable.,Excellent Robes,1.0,2025-12-06 17:25:25.000000,True,False
REV00000330,SKU00339,CUST00092,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Beautiful Blankets,0.97,2025-12-11 17:25:25.000000,True,False
REV00000331,SKU00241,CUST00092,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Love this Dinnerware,1.0,2026-01-02 13:07:57.000000,True,False
REV00000332,SKU00164,CUST00092,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Love this Wall Art,0.835,2026-03-26 21:57:06.010116,True,False
REV00000333,SKU00203,CUST00092,5,Really happy with this purchase. The color is rich and the material seems durable.,Beautiful Rugs,0.842,2026-04-04 04:41:57.000000,True,False
REV00000334,SKU00086,CUST00092,5,Worth every penny. You can tell it's quality materials and well-made.,Perfect Chandeliers,1.0,2024-08-11 05:21:45.000000,True,False
REV00000335,SKU00239,CUST00092,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Beautiful Cookware,1.0,2026-01-20 01:14:22.000000,True,False
REV00000336,SKU00126,CUST00092,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Sconces,0.828,2026-01-05 01:14:22.000000,True,False
REV00000337,SKU00023,CUST00093,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Perfect Dining Tables,0.89,2024-10-02 01:11:48.000000,True,False
REV00000338,SKU00216,CUST00093,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Perfect Rugs,0.958,2024-10-03 01:11:48.000000,True,True
REV00000339,SKU00381,CUST00095,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Beautiful Bath Mats,1.0,2025-10-21 23:10:01.000000,True,False
REV00000340,SKU00096,CUST00095,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Beautiful Floor Lamps,0.902,2025-10-20 23:10:01.000000,True,False
REV00000341,SKU00330,CUST00095,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Pillows,0.889,2025-10-28 23:10:01.000000,True,False
REV00000342,SKU00103,CUST00095,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Table Lamps,0.969,2025-06-14 17:51:49.000000,True,False
REV00000343,SKU00277,CUST00095,5,Excellent quality and very comfortable. Highly recommend!,Love this Barware,0.833,2025-05-26 17:51:49.000000,True,False
REV00000344,SKU00099,CUST00095,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Love this Floor Lamps,0.974,2025-06-10 17:51:49.000000,True,True
REV00000345,SKU00390,CUST00096,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Love this Shower Curtains,0.989,2025-05-02 06:16:08.000000,True,False
REV00000346,SKU00138,CUST00096,5,Great value for the price. Looks much more expensive than it actually was.,Love this Outdoor Lighting,0.802,2025-04-29 06:16:08.000000,True,False
REV00000347,SKU00397,CUST00096,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Bath Accessories,1.0,2025-04-16 06:16:08.000000,True,False
REV00000348,SKU00083,CUST00096,5,Really happy with this purchase. The color is rich and the material seems durable.,Excellent Chandeliers,1.0,2025-07-13 09:13:42.000000,True,False
REV00000349,SKU00007,CUST00097,4,Absolutely gorgeous! The photos don't do it justice.,Excellent Sofas,0.678,2024-11-30 23:49:26.000000,True,False
REV00000350,SKU00413,CUST00097,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Excellent Robes,1.0,2026-03-18 21:57:06.024558,True,True
REV00000351,SKU00069,CUST00097,5,Excellent quality and very comfortable. Highly recommend!,Perfect Bookshelves,0.998,2024-08-07 16:43:10.000000,True,False
REV00000352,SKU00384,CUST00097,5,Absolutely gorgeous! The photos don't do it justice.,Excellent Shower Curtains,0.878,2024-08-26 16:43:10.000000,True,False
REV00000353,SKU00277,CUST00098,5,Worth every penny. You can tell it's quality materials and well-made.,Love this Barware,0.973,2024-08-04 00:03:08.000000,True,True
REV00000354,SKU00181,CUST00098,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Perfect Sculptures,1.0,2025-05-11 08:00:32.000000,True,False
REV00000355,SKU00186,CUST00099,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Beautiful Sculptures,1.0,2025-10-13 22:58:56.000000,True,False
REV00000356,SKU00248,CUST00099,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Love this Dinnerware,0.905,2025-09-23 22:58:56.000000,True,False
REV00000357,SKU00336,CUST00099,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Blankets,1.0,2025-10-10 22:58:56.000000,True,False
REV00000358,SKU00109,CUST00099,4,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Excellent Table Lamps,0.457,2025-06-22 23:26:50.000000,True,False
REV00000359,SKU00176,CUST00100,5,Great value for the price. Looks much more expensive than it actually was.,Beautiful Vases,1.0,2025-07-09 13:33:14.000000,True,False
REV00000360,SKU00250,CUST00100,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Cutlery,1.0,2025-08-24 22:28:01.000000,True,False
REV00000361,SKU00192,CUST00100,4,Excellent quality and very comfortable. Highly recommend!,Love this Throw Pillows,0.635,2025-08-30 22:28:01.000000,True,True
REV00000362,SKU00004,CUST00100,5,Worth every penny. You can tell it's quality materials and well-made.,Perfect Sofas,1.0,2024-12-28 21:17:38.000000,True,False
REV00000363,SKU00335,CUST00100,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Blankets,1.0,2025-12-08 01:18:43.000000,True,False
REV00000364,SKU00245,CUST00100,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Excellent Dinnerware,1.0,2025-11-28 01:18:43.000000,True,True
REV00000365,SKU00136,CUST00101,5,Really happy with this purchase. The color is rich and the material seems durable.,Love this Sconces,1.0,2026-04-03 19:48:54.000000,True,False
REV00000366,SKU00300,CUST00101,4,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Excellent Bakeware,0.35,2025-05-01 04:35:52.000000,True,False
REV00000367,SKU00363,CUST00102,4,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Towels,0.454,2025-09-13 07:05:54.000000,True,False
REV00000368,SKU00196,CUST00102,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Love this Throw Pillows,0.811,2025-09-02 07:05:54.000000,True,True
REV00000369,SKU00297,CUST00102,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Love this Bakeware,0.964,2026-02-10 11:15:13.000000,True,True
REV00000370,SKU00190,CUST00102,4,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Perfect Throw Pillows,0.539,2026-02-07 11:15:13.000000,True,False
REV00000371,SKU00290,CUST00102,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Perfect Bakeware,1.0,2025-12-02 02:40:11.000000,True,False
REV00000372,SKU00253,CUST00102,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Beautiful Cutlery,0.905,2026-04-06 06:53:41.000000,True,False
REV00000373,SKU00345,CUST00102,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Beautiful Mattress Toppers,0.939,2025-05-31 12:10:42.000000,True,False
REV00000374,SKU00051,CUST00102,5,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Desks,0.926,2025-06-18 12:10:42.000000,True,False
REV00000375,SKU00108,CUST00102,5,Great value for the price. Looks much more expensive than it actually was.,Love this Table Lamps,1.0,2025-04-21 21:27:20.000000,True,False
REV00000376,SKU00391,CUST00104,5,Great value for the price. Looks much more expensive than it actually was.,Excellent Shower Curtains,1.0,2026-03-26 19:25:43.000000,True,False
REV00000377,SKU00176,CUST00104,5,Worth every penny. You can tell it's quality materials and well-made.,Love this Vases,0.961,2026-03-27 19:25:43.000000,True,True
REV00000378,SKU00355,CUST00104,5,Really happy with this purchase. The color is rich and the material seems durable.,Beautiful Mattress Toppers,0.981,2025-06-15 23:30:17.000000,True,True
REV00000379,SKU00095,CUST00104,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Floor Lamps,0.97,2025-04-26 18:51:48.000000,True,False
REV00000380,SKU00015,CUST00104,5,Excellent quality and very comfortable. Highly recommend!,Perfect Dining Tables,0.833,2025-05-09 18:51:48.000000,True,False
REV00000381,SKU00281,CUST00105,4,Absolutely gorgeous! The photos don't do it justice.,Perfect Barware,0.687,2026-04-05 21:57:06.048105,True,False
REV00000382,SKU00091,CUST00105,5,Worth every penny. You can tell it's quality materials and well-made.,Beautiful Chandeliers,0.954,2024-08-21 01:20:59.000000,True,False
REV00000383,SKU00162,CUST00106,5,Worth every penny. You can tell it's quality materials and well-made.,Perfect Wall Art,0.828,2025-12-19 01:10:24.000000,True,True
REV00000384,SKU00253,CUST00106,5,Absolutely gorgeous! The photos don't do it justice.,Excellent Cutlery,1.0,2026-02-18 13:51:37.000000,True,False
REV00000385,SKU00011,CUST00106,5,Worth every penny. You can tell it's quality materials and well-made.,Beautiful Sofas,0.92,2025-05-24 03:00:15.000000,True,False
REV00000386,SKU00347,CUST00106,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Mattress Toppers,1.0,2024-12-05 18:06:43.000000,True,True
REV00000387,SKU00297,CUST00106,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Bakeware,0.862,2024-12-03 18:06:43.000000,True,False
REV00000388,SKU00247,CUST00106,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Beautiful Dinnerware,1.0,2024-11-21 18:06:43.000000,True,False
REV00000389,SKU00173,CUST00107,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Perfect Vases,0.912,2025-12-21 08:33:59.000000,True,True
REV00000390,SKU00371,CUST00107,4,Absolutely gorgeous! The photos don't do it justice.,Beautiful Bath Mats,0.552,2024-11-16 11:18:50.000000,True,False
REV00000391,SKU00386,CUST00108,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Perfect Shower Curtains,0.805,2026-02-27 18:36:37.000000,True,False
REV00000392,SKU00166,CUST00108,5,Excellent quality and very comfortable. Highly recommend!,Excellent Wall Art,1.0,2025-09-15 17:18:07.000000,True,False
REV00000393,SKU00297,CUST00109,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Bakeware,1.0,2024-11-30 19:53:22.000000,True,False
REV00000394,SKU00301,CUST00109,5,Great value for the price. Looks much more expensive than it actually was.,Excellent Bakeware,0.939,2025-12-16 06:13:59.000000,True,False
REV00000395,SKU00064,CUST00109,5,Absolutely gorgeous! The photos don't do it justice.,Excellent Coffee Tables,1.0,2025-12-10 06:13:59.000000,True,False
REV00000396,SKU00352,CUST00109,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Love this Mattress Toppers,0.952,2025-06-30 08:09:51.000000,True,False
REV00000397,SKU00071,CUST00109,5,Absolutely gorgeous! The photos don't do it justice.,Excellent Bookshelves,0.879,2025-05-26 19:58:28.000000,True,False
REV00000398,SKU00045,CUST00109,5,Excellent quality and very comfortable. Highly recommend!,Perfect Desks,0.89,2025-05-16 19:58:28.000000,True,True
REV00000399,SKU00078,CUST00109,5,Absolutely gorgeous! The photos don't do it justice.,Love this Bookshelves,1.0,2025-06-04 19:58:28.000000,True,False
REV00000400,SKU00377,CUST00110,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Love this Bath Mats,1.0,2024-10-23 06:17:51.000000,True,False
REV00000401,SKU00234,CUST00110,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Excellent Cookware,0.833,2025-04-13 02:15:03.000000,True,False
REV00000402,SKU00345,CUST00111,4,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Beautiful Mattress Toppers,0.698,2024-07-11 14:49:32.000000,True,False
REV00000403,SKU00194,CUST00111,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Excellent Throw Pillows,1.0,2024-07-04 14:49:32.000000,True,False
REV00000404,SKU00118,CUST00112,5,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Pendants,0.904,2025-11-13 15:52:18.000000,True,False
REV00000405,SKU00292,CUST00113,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Perfect Bakeware,0.814,2025-01-05 08:47:24.000000,True,False
REV00000406,SKU00040,CUST00113,5,Excellent quality and very comfortable. Highly recommend!,Love this Beds,1.0,2024-12-04 11:34:05.000000,True,False
REV00000407,SKU00075,CUST00113,4,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Bookshelves,0.647,2025-01-15 07:04:59.000000,True,False
REV00000408,SKU00314,CUST00113,5,Excellent quality and very comfortable. Highly recommend!,Perfect Sheets,1.0,2025-02-01 07:04:59.000000,True,False
REV00000409,SKU00353,CUST00114,5,Really happy with this purchase. The color is rich and the material seems durable.,Excellent Mattress Toppers,1.0,2025-01-11 18:14:58.000000,True,True
REV00000410,SKU00406,CUST00114,5,Really happy with this purchase. The color is rich and the material seems durable.,Excellent Robes,1.0,2025-07-17 23:35:55.000000,True,True
REV00000411,SKU00263,CUST00114,4,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Perfect Small Appliances,0.314,2025-06-28 23:35:55.000000,True,True
REV00000412,SKU00368,CUST00115,5,Absolutely gorgeous! The photos don't do it justice.,Love this Towels,1.0,2024-07-22 00:30:28.000000,True,False
REV00000413,SKU00224,CUST00116,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Excellent Curtains,1.0,2024-08-31 21:54:39.000000,True,False
REV00000414,SKU00001,CUST00116,5,Absolutely gorgeous! The photos don't do it justice.,Excellent Sofas,0.87,2024-09-03 21:54:39.000000,True,True
REV00000415,SKU00352,CUST00116,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Perfect Mattress Toppers,1.0,2024-09-05 21:54:39.000000,True,False
REV00000416,SKU00022,CUST00117,4,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Beautiful Dining Tables,0.654,2024-08-24 14:07:07.000000,True,False
REV00000417,SKU00080,CUST00118,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Beautiful Bookshelves,0.818,2024-10-31 01:27:28.000000,True,True
REV00000418,SKU00005,CUST00118,4,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Excellent Sofas,0.383,2025-03-21 22:43:36.000000,True,False
REV00000419,SKU00263,CUST00118,5,Worth every penny. You can tell it's quality materials and well-made.,Beautiful Small Appliances,1.0,2025-11-16 10:35:36.000000,True,False
REV00000420,SKU00010,CUST00118,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Perfect Sofas,1.0,2024-09-05 02:55:40.000000,True,False
REV00000421,SKU00176,CUST00118,5,Excellent quality and very comfortable. Highly recommend!,Love this Vases,0.961,2025-11-26 03:02:19.000000,True,False
REV00000422,SKU00218,CUST00118,4,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Perfect Curtains,0.338,2025-11-24 03:02:19.000000,True,False
REV00000423,SKU00024,CUST00118,4,Absolutely gorgeous! The photos don't do it justice.,Excellent Chairs,0.473,2024-10-10 14:48:07.000000,True,False
REV00000424,SKU00032,CUST00118,4,Great value for the price. Looks much more expensive than it actually was.,Excellent Beds,0.31,2024-10-16 14:48:07.000000,True,False
REV00000425,SKU00151,CUST00118,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Mirrors,0.987,2025-04-01 16:07:46.000000,True,False
REV00000426,SKU00220,CUST00118,4,Great value for the price. Looks much more expensive than it actually was.,Love this Curtains,0.638,2025-04-05 16:07:46.000000,True,False
REV00000427,SKU00209,CUST00119,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Perfect Rugs,0.858,2025-04-03 00:38:03.000000,True,False
REV00000428,SKU00025,CUST00119,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Beautiful Chairs,1.0,2025-01-12 10:30:27.000000,True,False
REV00000429,SKU00138,CUST00120,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Outdoor Lighting,0.809,2025-04-28 07:53:23.000000,True,False
REV00000430,SKU00088,CUST00120,4,Really happy with this purchase. The color is rich and the material seems durable.,Love this Chandeliers,0.383,2025-04-07 09:01:29.000000,True,False
REV00000431,SKU00375,CUST00122,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Bath Mats,0.888,2024-10-06 02:06:13.000000,True,False
REV00000432,SKU00112,CUST00123,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Beautiful Table Lamps,1.0,2025-04-10 18:28:27.000000,True,False
REV00000433,SKU00253,CUST00123,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Cutlery,1.0,2025-04-17 18:28:27.000000,True,False
REV00000434,SKU00254,CUST00123,5,Worth every penny. You can tell it's quality materials and well-made.,Love this Cutlery,1.0,2025-03-13 18:28:27.000000,True,False
REV00000435,SKU00171,CUST00123,5,Worth every penny. You can tell it's quality materials and well-made.,Perfect Vases,1.0,2025-03-19 22:48:19.000000,True,True
REV00000436,SKU00329,CUST00124,5,Worth every penny. You can tell it's quality materials and well-made.,Excellent Pillows,0.956,2026-01-08 08:27:52.000000,True,False
REV00000437,SKU00028,CUST00124,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Love this Chairs,0.819,2025-07-31 02:27:38.000000,True,False
REV00000438,SKU00154,CUST00124,5,Worth every penny. You can tell it's quality materials and well-made.,Beautiful Wall Art,1.0,2025-10-24 15:55:10.000000,True,False
REV00000439,SKU00284,CUST00125,4,Excellent quality and very comfortable. Highly recommend!,Love this Barware,0.365,2026-03-17 11:03:41.000000,True,False
REV00000440,SKU00251,CUST00126,4,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Excellent Cutlery,0.327,2025-12-21 02:08:55.000000,True,False
REV00000441,SKU00296,CUST00126,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Love this Bakeware,0.929,2025-12-12 02:08:55.000000,True,False
REV00000442,SKU00147,CUST00126,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Mirrors,0.857,2025-07-14 14:04:38.000000,True,False
REV00000443,SKU00328,CUST00127,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Perfect Pillows,1.0,2025-03-17 21:14:51.000000,True,True
REV00000444,SKU00216,CUST00127,5,Worth every penny. You can tell it's quality materials and well-made.,Beautiful Rugs,1.0,2025-02-15 21:14:51.000000,True,False
REV00000445,SKU00365,CUST00127,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Love this Towels,0.845,2025-02-21 21:14:51.000000,True,False
REV00000446,SKU00158,CUST00127,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Excellent Wall Art,1.0,2025-05-08 21:58:41.000000,True,False
REV00000447,SKU00140,CUST00127,5,Absolutely gorgeous! The photos don't do it justice.,Beautiful Outdoor Lighting,0.936,2025-05-25 21:58:41.000000,True,False
REV00000448,SKU00295,CUST00127,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Beautiful Bakeware,1.0,2025-04-29 21:58:41.000000,True,False
REV00000449,SKU00365,CUST00127,5,Worth every penny. You can tell it's quality materials and well-made.,Excellent Towels,1.0,2024-05-10 00:20:32.000000,True,False
REV00000450,SKU00154,CUST00128,5,Absolutely gorgeous! The photos don't do it justice.,Love this Wall Art,0.912,2024-12-09 08:58:28.000000,True,False
REV00000451,SKU00314,CUST00129,5,Really happy with this purchase. The color is rich and the material seems durable.,Perfect Sheets,1.0,2025-12-03 16:13:32.000000,True,False
REV00000452,SKU00040,CUST00129,3,"Not bad, not great. It works but I've seen better quality at this price point.",Okay Beds,-0.196,2025-12-21 16:13:32.000000,True,True
REV00000453,SKU00118,CUST00129,5,Really happy with this purchase. The color is rich and the material seems durable.,Excellent Pendants,0.996,2025-12-04 16:13:32.000000,True,True
REV00000454,SKU00250,CUST00129,5,Really happy with this purchase. The color is rich and the material seems durable.,Love this Cutlery,1.0,2025-03-16 08:18:33.000000,True,False
REV00000455,SKU00367,CUST00130,5,Excellent quality and very comfortable. Highly recommend!,Perfect Towels,0.954,2026-03-17 21:57:06.102047,True,False
REV00000456,SKU00393,CUST00131,5,Really happy with this purchase. The color is rich and the material seems durable.,Beautiful Shower Curtains,1.0,2025-03-30 21:33:15.000000,True,False
REV00000457,SKU00204,CUST00131,5,Excellent quality and very comfortable. Highly recommend!,Beautiful Rugs,0.976,2025-07-12 11:35:23.000000,True,False
REV00000458,SKU00356,CUST00131,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Love this Mattress Toppers,1.0,2025-07-15 11:35:23.000000,True,True
REV00000459,SKU00179,CUST00132,3,Middle of the road product. Doesn't wow me but doesn't disappoint.,Decent Vases,-0.125,2025-12-30 01:08:00.000000,True,False
REV00000460,SKU00125,CUST00133,5,Absolutely gorgeous! The photos don't do it justice.,Perfect Sconces,0.895,2025-12-05 01:00:10.000000,True,False
REV00000461,SKU00346,CUST00133,5,Excellent quality and very comfortable. Highly recommend!,Excellent Mattress Toppers,1.0,2025-12-10 01:00:10.000000,True,True
REV00000462,SKU00155,CUST00134,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Perfect Wall Art,1.0,2025-06-22 15:04:31.000000,True,False
REV00000463,SKU00190,CUST00134,4,Excellent quality and very comfortable. Highly recommend!,Beautiful Throw Pillows,0.315,2025-07-16 15:04:31.000000,True,True
REV00000464,SKU00387,CUST00134,5,Really happy with this purchase. The color is rich and the material seems durable.,Beautiful Shower Curtains,1.0,2025-07-15 15:04:31.000000,True,False
REV00000465,SKU00329,CUST00134,5,Really happy with this purchase. The color is rich and the material seems durable.,Excellent Pillows,0.897,2026-02-04 17:03:17.000000,True,False
REV00000466,SKU00255,CUST00134,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Perfect Cutlery,0.957,2026-01-08 17:03:17.000000,True,False
REV00000467,SKU00112,CUST00134,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Perfect Table Lamps,1.0,2025-08-18 23:52:28.000000,True,False
REV00000468,SKU00121,CUST00134,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Pendants,1.0,2025-08-12 23:52:28.000000,True,False
REV00000469,SKU00097,CUST00135,5,Excellent quality and very comfortable. Highly recommend!,Excellent Floor Lamps,1.0,2026-03-30 18:50:52.000000,True,False
REV00000470,SKU00342,CUST00135,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Perfect Blankets,1.0,2024-11-11 17:34:14.000000,True,False
REV00000471,SKU00133,CUST00135,5,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Love this Sconces,0.923,2025-04-30 15:41:18.000000,True,False
REV00000472,SKU00200,CUST00135,5,Absolutely gorgeous! The photos don't do it justice.,Excellent Throw Pillows,0.913,2025-05-28 15:41:18.000000,True,False
REV00000473,SKU00120,CUST00136,5,Excellent quality and very comfortable. Highly recommend!,Love this Pendants,0.915,2024-11-06 20:44:49.000000,True,False
REV00000474,SKU00021,CUST00136,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Love this Dining Tables,0.839,2024-12-16 10:18:51.000000,True,False
REV00000475,SKU00091,CUST00136,4,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Excellent Chandeliers,0.684,2024-11-30 10:18:51.000000,True,False
REV00000476,SKU00339,CUST00136,4,Absolutely gorgeous! The photos don't do it justice.,Love this Blankets,0.363,2025-05-01 23:00:10.000000,True,False
REV00000477,SKU00286,CUST00136,3,It serves its purpose. I wish the color was a bit richer.,Decent Barware,0.122,2025-04-18 23:00:10.000000,True,False
REV00000478,SKU00023,CUST00136,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Love this Dining Tables,1.0,2025-05-27 15:27:15.000000,True,False
REV00000479,SKU00375,CUST00136,5,Perfect for what I needed. The dimensions were spot on and it looks even better in person.,Beautiful Bath Mats,1.0,2024-05-29 23:29:35.000000,True,False
REV00000480,SKU00260,CUST00137,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Love this Cutlery,1.0,2025-01-17 12:20:24.000000,True,False
REV00000481,SKU00306,CUST00137,5,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Excellent Sheets,0.803,2025-01-03 12:20:24.000000,True,False
REV00000482,SKU00407,CUST00137,4,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Beautiful Robes,0.68,2026-01-26 08:52:57.000000,True,False
REV00000483,SKU00093,CUST00137,3,The color is completely off from what's shown online. Decent piece. The finish has a few minor imperfections.,Okay Chandeliers,0.061,2026-01-08 08:52:57.000000,True,False
REV00000484,SKU00132,CUST00137,4,Worth every penny. You can tell it's quality materials and well-made.,Perfect Sconces,0.691,2025-12-28 08:52:57.000000,True,False
REV00000485,SKU00104,CUST00138,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Love this Table Lamps,1.0,2025-03-02 11:26:25.000000,True,False
REV00000486,SKU00241,CUST00138,4,I am absolutely in love with this piece! The color is exactly what I was hoping for and it fits perfectly in my living room.,Excellent Dinnerware,0.678,2025-11-05 22:09:02.000000,True,False
REV00000487,SKU00223,CUST00138,4,Stunning piece! It transformed the entire room. The craftsmanship is excellent.,Perfect Curtains,0.637,2025-11-03 22:09:02.000000,True,False
REV00000488,SKU00126,CUST00138,5,Absolutely gorgeous! The photos don't do it justice.,Excellent Sconces,0.941,2024-09-07 15:05:17.000000,True,False
REV00000489,SKU00320,CUST00138,5,Beautiful addition to our home. The finish is gorgeous and it feels very sturdy.,Perfect Duvets,0.933,2024-09-18 15:05:17.000000,True,True
REV00000490,SKU00303,CUST00138,5,Excellent quality and very comfortable. Highly recommend!,Beautiful Sheets,1.0,2024-09-25 15:05:17.000000,True,False
REV00000491,SKU00330,CUST00138,5,This exceeded all my expectations. The material feels premium and it was very easy to assemble.,Excellent Pillows,1.0,2024-08-29 15:05:17.000000,True,True
REV00000492,SKU00011,CUST00139,5,Absolutely gorgeous! The photos don't do it justice.,Love this Sofas,1.0,2026-02-12 06:35:33.000000,True,False
REV00000493,SKU00343,CUST00139,5,Excellent quality and very comfortable. Highly recommend!,Perfect Blankets,1.0,2026-03-08 06:35:33.000000,True,False
REV00000494,SKU00240,CUST00139,5,Worth every penny. You can tell it's quality materials and well-made.,Beautiful Dinnerware,1.0,2026-02-11 06:35:33.000000,True,False
