sku_id,product_name,category,sub_category,brand,price,material,color,finish,dimensions,weight,style,description_text,image_url,Launch_date
SKU00102,Rejuvenation Modern Floor Lamp,Lighting,Floor Lamps,Rejuvenation,54.96,Cotton,Brown,Lacquered,72x66x32 inches,97.0,Transitional | Modern,Timeless lighting essential that combines style with practicality. Made from high-quality cotton.,https://example.com/images/00102.jpg,2024-03-29
SKU00103,Pottery Barn Classic Table Lamp,Lighting,Table Lamps,Pottery Barn,81.65,Stainless Steel | Concrete,Brown | Ivory,Polished,58x46x30 inches,133.7,Art Deco,Timeless lighting essential that combines style with practicality. Made from high-quality stainless steel.,https://example.com/images/00103.jpg,2023-05-28
SKU00104,Rejuvenation Artisan Table Lamp,Lighting,Table Lamps,Rejuvenation,154.69,Bamboo | Brass,Silver,Polished,30x49x17 inches,67.2,Rustic,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00104.jpg,2024-08-11
SKU00105,Pottery Barn Signature Table Lamp,Lighting,Table Lamps,Pottery Barn,86.45,Cotton | Brass,Gold | Blue,Satin,57x48x35 inches,27.4,Scandinavian,Beautiful scandinavian table lamps crafted with premium materials. Perfect addition to any home.,https://example.com/images/00105.jpg,2024-12-22
SKU00106,Pottery Barn Custom Table Lamp,Lighting,Table Lamps,Pottery Barn,168.15,Metal,Cream,Polished,32x38x18 inches,57.3,Coastal,Expertly crafted table lamps that brings sophistication to your home. Available in cream.,https://example.com/images/00106.jpg,2024-05-28
SKU00107,Rejuvenation Luxury Table Lamp,Lighting,Table Lamps,Rejuvenation,95.45,Wood,Oak | Green,Matte,33x27x27 inches,128.3,Mid-Century,Beautiful mid-century table lamps crafted with premium materials. Perfect addition to any home.,https://example.com/images/00107.jpg,2023-07-20
SKU00108,Williams Sonoma Classic Table Lamp,Lighting,Table Lamps,Williams Sonoma,210.44,Rattan | Wood,Blue,Textured,57x14x36 inches,140.0,Coastal,Timeless lighting essential that combines style with practicality. Made from high-quality rattan.,https://example.com/images/00108.jpg,2024-03-01
SKU00109,Pottery Barn Custom Table Lamp,Lighting,Table Lamps,Pottery Barn,57.45,Silk | Marble,Oak | Gray,Satin,67x11x8 inches,77.9,Minimalist | Mid-Century,Elegant design meets functionality in this Pottery Barn piece. Features satin finish and durable construction.,https://example.com/images/00109.jpg,2025-09-06
SKU00110,Mark & Graham Essential Table Lamp,Lighting,Table Lamps,Mark & Graham,23.52,Leather | Silk,Bronze,Powder Coated,52x48x21 inches,129.5,Art Deco,Timeless lighting essential that combines style with practicality. Made from high-quality leather.,https://example.com/images/00110.jpg,2024-08-09
SKU00111,West Elm Artisan Table Lamp,Lighting,Table Lamps,West Elm,413.86,Acrylic | Bamboo,Black,Polished,26x47x18 inches,101.8,Farmhouse | Transitional,Timeless lighting essential that combines style with practicality. Made from high-quality acrylic.,https://example.com/images/00111.jpg,2024-03-04
SKU00112,Williams Sonoma Luxury Table Lamp,Lighting,Table Lamps,Williams Sonoma,68.72,Brass | Acrylic,Bronze,Satin,16x53x31 inches,54.1,Mid-Century | Transitional,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00112.jpg,2026-01-21
SKU00113,Mark & Graham Signature Table Lamp,Lighting,Table Lamps,Mark & Graham,25.77,Marble | Cotton,Navy,Matte,45x22x19 inches,31.5,Scandinavian,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00113.jpg,2025-05-23
SKU00114,Pottery Barn Modern Pendant,Lighting,Pendants,Pottery Barn,23.85,Glass,Gray | Brown,Powder Coated,18x36x19 inches,34.1,Farmhouse | Minimalist,Timeless lighting essential that combines style with practicality. Made from high-quality glass.,https://example.com/images/00114.jpg,2024-12-13
SKU00115,Rejuvenation Modern Pendant,Lighting,Pendants,Rejuvenation,22.62,Cotton,Natural | Charcoal,Brushed,11x23x34 inches,46.4,Transitional | Bohemian,Elegant design meets functionality in this Rejuvenation piece. Features brushed finish and durable construction.,https://example.com/images/00115.jpg,2026-01-01
SKU00116,West Elm Essential Pendant,Lighting,Pendants,West Elm,265.03,Acrylic | Stainless Steel,White | Bronze,Polished,46x18x19 inches,22.8,Glam | Coastal,Beautiful glam pendants crafted with premium materials. Perfect addition to any home.,https://example.com/images/00116.jpg,2025-03-21
SKU00117,West Elm Modern Pendant,Lighting,Pendants,West Elm,292.84,Cotton | Linen,Silver,Matte,23x63x25 inches,121.2,Transitional | Scandinavian,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00117.jpg,2023-11-16
SKU00118,Pottery Barn Classic Pendant,Lighting,Pendants,Pottery Barn,83.05,Linen,Navy | Cream,Glossy,60x27x28 inches,93.3,Glam,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00118.jpg,2024-05-24
SKU00119,West Elm Custom Pendant,Lighting,Pendants,West Elm,120.46,Bamboo | Acrylic,Walnut | Beige,Powder Coated,69x41x19 inches,132.2,Modern | Mid-Century,Expertly crafted pendants that brings sophistication to your home. Available in walnut.,https://example.com/images/00119.jpg,2023-11-11
SKU00120,West Elm Artisan Pendant,Lighting,Pendants,West Elm,139.48,Stainless Steel,Gray,Matte,67x51x8 inches,95.0,Mid-Century | Modern,Beautiful mid-century pendants crafted with premium materials. Perfect addition to any home.,https://example.com/images/00120.jpg,2024-04-26
SKU00121,Pottery Barn Custom Pendant,Lighting,Pendants,Pottery Barn,322.75,Rattan,Ivory,Glossy,48x58x27 inches,64.1,Bohemian,Beautiful bohemian pendants crafted with premium materials. Perfect addition to any home.,https://example.com/images/00121.jpg,2025-08-28
SKU00122,Pottery Barn Luxury Pendant,Lighting,Pendants,Pottery Barn,177.1,Velvet | Brass,Bronze,Distressed,46x28x34 inches,93.0,Traditional | Art Deco,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00122.jpg,2025-07-24
SKU00123,Pottery Barn Classic Sconce,Lighting,Sconces,Pottery Barn,257.85,Velvet | Wood,Gray | Blue,Polished,65x29x29 inches,143.9,Mid-Century | Bohemian,Expertly crafted sconces that brings sophistication to your home. Available in gray.,https://example.com/images/00123.jpg,2024-05-21
SKU00124,Pottery Barn Modern Sconce,Lighting,Sconces,Pottery Barn,173.58,Stainless Steel,Natural,Lacquered,49x54x8 inches,146.7,Farmhouse,Expertly crafted sconces that brings sophistication to your home. Available in natural.,https://example.com/images/00124.jpg,2025-10-03
SKU00125,Rejuvenation Premium Sconce,Lighting,Sconces,Rejuvenation,110.59,Stainless Steel,Walnut | Blue,Textured,60x44x22 inches,38.6,Scandinavian,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00125.jpg,2025-02-02
SKU00126,Rejuvenation Classic Sconce,Lighting,Sconces,Rejuvenation,232.21,Glass | Linen,Navy | Charcoal,Textured,12x60x7 inches,12.2,Farmhouse,Expertly crafted sconces that brings sophistication to your home. Available in navy.,https://example.com/images/00126.jpg,2025-10-01
SKU00127,Rejuvenation Artisan Sconce,Lighting,Sconces,Rejuvenation,373.49,Wood | Metal,Gold,Distressed,66x49x20 inches,86.3,Transitional,Timeless lighting essential that combines style with practicality. Made from high-quality wood.,https://example.com/images/00127.jpg,2024-12-19
SKU00128,Mark & Graham Artisan Sconce,Lighting,Sconces,Mark & Graham,1107.35,Linen | Acrylic,Silver,Distressed,73x19x19 inches,21.7,Contemporary,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00128.jpg,2024-10-22
SKU00129,Williams Sonoma Artisan Sconce,Lighting,Sconces,Williams Sonoma,186.55,Rattan | Brass,Red | Silver,Powder Coated,74x72x39 inches,81.8,Glam,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00129.jpg,2024-03-14
SKU00130,Williams Sonoma Signature Sconce,Lighting,Sconces,Williams Sonoma,91.72,Leather,Black | Gold,Brushed,55x20x12 inches,38.0,Rustic,Expertly crafted sconces that brings sophistication to your home. Available in black.,https://example.com/images/00130.jpg,2023-11-09
SKU00131,Mark & Graham Premium Sconce,Lighting,Sconces,Mark & Graham,247.84,Glass | Wool,Beige,Matte,51x61x29 inches,17.6,Bohemian,Timeless lighting essential that combines style with practicality. Made from high-quality glass.,https://example.com/images/00131.jpg,2025-06-08
SKU00132,West Elm Luxury Sconce,Lighting,Sconces,West Elm,444.86,Porcelain | Bamboo,Bronze,Polished,50x59x27 inches,125.3,Bohemian | Farmhouse,Timeless lighting essential that combines style with practicality. Made from high-quality porcelain.,https://example.com/images/00132.jpg,2025-05-14
SKU00133,West Elm Modern Sconce,Lighting,Sconces,West Elm,397.34,Porcelain,Charcoal | Black,Glossy,58x11x18 inches,147.0,Contemporary | Rustic,Timeless lighting essential that combines style with practicality. Made from high-quality porcelain.,https://example.com/images/00133.jpg,2023-08-28
SKU00134,West Elm Artisan Sconce,Lighting,Sconces,West Elm,183.89,Concrete,Navy,Brushed,29x67x29 inches,121.2,Rustic | Transitional,Expertly crafted sconces that brings sophistication to your home. Available in navy.,https://example.com/images/00134.jpg,2023-06-21
SKU00135,Mark & Graham Artisan Sconce,Lighting,Sconces,Mark & Graham,232.12,Ceramic | Stainless Steel,Green,Glossy,22x12x30 inches,96.0,Coastal | Industrial,Expertly crafted sconces that brings sophistication to your home. Available in green.,https://example.com/images/00135.jpg,2023-09-26
SKU00136,Rejuvenation Modern Sconce,Lighting,Sconces,Rejuvenation,26.4,Wood,Blue,Polished,78x58x30 inches,90.4,Rustic | Farmhouse,Expertly crafted sconces that brings sophistication to your home. Available in blue.,https://example.com/images/00136.jpg,2023-12-02
SKU00137,West Elm Essential Outdoor Lighting,Lighting,Outdoor Lighting,West Elm,118.49,Glass,Navy,Textured,68x79x23 inches,18.2,Industrial | Glam,Beautiful industrial outdoor lighting crafted with premium materials. Perfect addition to any home.,https://example.com/images/00137.jpg,2025-12-08
SKU00138,Rejuvenation Luxury Outdoor Lighting,Lighting,Outdoor Lighting,Rejuvenation,70.9,Porcelain,Beige | Navy,Lacquered,79x53x32 inches,134.8,Coastal | Rustic,Timeless lighting essential that combines style with practicality. Made from high-quality porcelain.,https://example.com/images/00138.jpg,2023-12-13
SKU00139,Rejuvenation Essential Outdoor Lighting,Lighting,Outdoor Lighting,Rejuvenation,222.32,Rattan | Velvet,Red,Satin,66x44x16 inches,114.9,Rustic | Industrial,Elegant design meets functionality in this Rejuvenation piece. Features satin finish and durable construction.,https://example.com/images/00139.jpg,2026-03-01
SKU00140,Williams Sonoma Premium Outdoor Lighting,Lighting,Outdoor Lighting,Williams Sonoma,52.61,Silk | Rattan,Gray | Brown,Glossy,32x66x21 inches,55.1,Coastal,Expertly crafted outdoor lighting that brings sophistication to your home. Available in gray.,https://example.com/images/00140.jpg,2025-01-23
SKU00141,Mark & Graham Modern Outdoor Lighting,Lighting,Outdoor Lighting,Mark & Graham,87.39,Rattan | Cotton,Bronze | Ivory,Brushed,10x79x38 inches,88.3,Contemporary | Rustic,Expertly crafted outdoor lighting that brings sophistication to your home. Available in bronze.,https://example.com/images/00141.jpg,2025-10-21
SKU00142,West Elm Luxury Outdoor Lighting,Lighting,Outdoor Lighting,West Elm,377.99,Glass,Black,Antique,37x75x12 inches,131.6,Bohemian,Expertly crafted outdoor lighting that brings sophistication to your home. Available in black.,https://example.com/images/00142.jpg,2023-07-16
SKU00143,West Elm Luxury Outdoor Lighting,Lighting,Outdoor Lighting,West Elm,157.68,Concrete,Blue,Matte,16x37x18 inches,5.3,Mid-Century | Minimalist,Beautiful mid-century outdoor lighting crafted with premium materials. Perfect addition to any home.,https://example.com/images/00143.jpg,2024-11-26
SKU00144,Williams Sonoma Luxury Outdoor Lighting,Lighting,Outdoor Lighting,Williams Sonoma,630.63,Marble | Wool,Silver,Antique,13x34x11 inches,75.0,Rustic,Expertly crafted outdoor lighting that brings sophistication to your home. Available in silver.,https://example.com/images/00144.jpg,2024-11-21
SKU00145,Rejuvenation Classic Outdoor Lighting,Lighting,Outdoor Lighting,Rejuvenation,329.24,Velvet,White,Matte,11x11x33 inches,83.3,Mid-Century | Modern,Elegant design meets functionality in this Rejuvenation piece. Features matte finish and durable construction.,https://example.com/images/00145.jpg,2025-10-20
SKU00146,Rejuvenation Modern Mirror,Decor,Mirrors,Rejuvenation,48.94,Rattan,Blue,Polished,18x42x33 inches,85.2,Art Deco,Elegant design meets functionality in this Rejuvenation piece. Features polished finish and durable construction.,https://example.com/images/00146.jpg,2025-04-05
SKU00147,Pottery Barn Luxury Mirror,Decor,Mirrors,Pottery Barn,169.85,Velvet,Oak,Distressed,45x33x21 inches,82.2,Scandinavian,Expertly crafted mirrors that brings sophistication to your home. Available in oak.,https://example.com/images/00147.jpg,2025-07-08
SKU00148,Pottery Barn Classic Mirror,Decor,Mirrors,Pottery Barn,206.26,Cotton | Wood,Silver,Matte,17x47x33 inches,141.2,Transitional | Industrial,Elegant design meets functionality in this Pottery Barn piece. Features matte finish and durable construction.,https://example.com/images/00148.jpg,2024-05-03
SKU00149,Pottery Barn Modern Mirror,Decor,Mirrors,Pottery Barn,34.95,Porcelain,Ivory | Cream,Satin,55x65x11 inches,11.2,Coastal | Minimalist,Expertly crafted mirrors that brings sophistication to your home. Available in ivory.,https://example.com/images/00149.jpg,2025-08-15
SKU00150,Rejuvenation Premium Mirror,Decor,Mirrors,Rejuvenation,85.29,Linen | Porcelain,Blue,Satin,58x45x25 inches,21.3,Minimalist | Glam,Beautiful minimalist mirrors crafted with premium materials. Perfect addition to any home.,https://example.com/images/00150.jpg,2023-04-26
SKU00151,Pottery Barn Classic Mirror,Decor,Mirrors,Pottery Barn,138.23,Brass,Gray,Polished,28x77x10 inches,121.1,Mid-Century,Expertly crafted mirrors that brings sophistication to your home. Available in gray.,https://example.com/images/00151.jpg,2026-02-28
SKU00152,Pottery Barn Custom Mirror,Decor,Mirrors,Pottery Barn,331.16,Bamboo,Blue,Antique,25x38x32 inches,139.0,Contemporary,Timeless decor essential that combines style with practicality. Made from high-quality bamboo.,https://example.com/images/00152.jpg,2023-10-03
SKU00153,Rejuvenation Premium Mirror,Decor,Mirrors,Rejuvenation,189.31,Wool | Cotton,Bronze,Powder Coated,34x60x28 inches,18.8,Minimalist | Transitional,Expertly crafted mirrors that brings sophistication to your home. Available in bronze.,https://example.com/images/00153.jpg,2026-03-03
SKU00154,Rejuvenation Signature Wall Art,Decor,Wall Art,Rejuvenation,99.99,Marble | Glass,White | Ivory,Lacquered,51x14x15 inches,84.8,Bohemian | Modern,Beautiful bohemian wall art crafted with premium materials. Perfect addition to any home.,https://example.com/images/00154.jpg,2025-07-21
SKU00155,Mark & Graham Custom Wall Art,Decor,Wall Art,Mark & Graham,86.58,Bamboo | Stainless Steel,Gold | Natural,Brushed,18x31x38 inches,128.0,Coastal | Industrial,Beautiful coastal wall art crafted with premium materials. Perfect addition to any home.,https://example.com/images/00155.jpg,2024-05-27
SKU00156,Mark & Graham Essential Wall Art,Decor,Wall Art,Mark & Graham,457.03,Acrylic | Silk,Ivory,Lacquered,19x74x25 inches,66.2,Rustic,Timeless decor essential that combines style with practicality. Made from high-quality acrylic.,https://example.com/images/00156.jpg,2025-12-29
SKU00157,Pottery Barn Premium Wall Art,Decor,Wall Art,Pottery Barn,30.33,Silk,Blue | Gold,Glossy,19x63x24 inches,61.0,Contemporary | Coastal,Beautiful contemporary wall art crafted with premium materials. Perfect addition to any home.,https://example.com/images/00157.jpg,2024-09-18
SKU00158,Mark & Graham Custom Wall Art,Decor,Wall Art,Mark & Graham,471.62,Cotton,Green,Powder Coated,59x22x19 inches,77.7,Contemporary | Farmhouse,Elegant design meets functionality in this Mark & Graham piece. Features powder coated finish and durable construction.,https://example.com/images/00158.jpg,2023-09-29
SKU00159,Williams Sonoma Custom Wall Art,Decor,Wall Art,Williams Sonoma,98.44,Wood,Green,Textured,49x37x5 inches,32.5,Bohemian,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00159.jpg,2024-07-07
SKU00160,Rejuvenation Modern Wall Art,Decor,Wall Art,Rejuvenation,98.67,Linen,Gold | Navy,Antique,77x20x17 inches,99.1,Traditional | Modern,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00160.jpg,2025-02-12
SKU00161,West Elm Signature Wall Art,Decor,Wall Art,West Elm,70.82,Glass,Natural | Gold,Antique,55x73x15 inches,26.8,Farmhouse,Beautiful farmhouse wall art crafted with premium materials. Perfect addition to any home.,https://example.com/images/00161.jpg,2023-12-10
SKU00162,Rejuvenation Luxury Wall Art,Decor,Wall Art,Rejuvenation,127.07,Porcelain,Blue | Charcoal,Matte,50x48x30 inches,30.3,Traditional,Timeless decor essential that combines style with practicality. Made from high-quality porcelain.,https://example.com/images/00162.jpg,2025-03-13
SKU00163,Williams Sonoma Signature Wall Art,Decor,Wall Art,Williams Sonoma,177.43,Concrete | Linen,Walnut,Polished,23x10x30 inches,136.8,Industrial | Traditional,Elegant design meets functionality in this Williams Sonoma piece. Features polished finish and durable construction.,https://example.com/images/00163.jpg,2023-04-14
SKU00164,Williams Sonoma Artisan Wall Art,Decor,Wall Art,Williams Sonoma,121.47,Acrylic | Rattan,Green | Bronze,Lacquered,63x29x19 inches,11.9,Art Deco | Contemporary,Elegant design meets functionality in this Williams Sonoma piece. Features lacquered finish and durable construction.,https://example.com/images/00164.jpg,2024-05-22
SKU00165,Rejuvenation Premium Wall Art,Decor,Wall Art,Rejuvenation,1147.57,Porcelain | Wood,Charcoal,Powder Coated,43x44x19 inches,113.6,Industrial | Art Deco,Expertly crafted wall art that brings sophistication to your home. Available in charcoal.,https://example.com/images/00165.jpg,2025-05-25
SKU00166,Rejuvenation Luxury Wall Art,Decor,Wall Art,Rejuvenation,67.06,Brass,Beige,Glossy,36x27x5 inches,28.1,Farmhouse | Bohemian,Timeless decor essential that combines style with practicality. Made from high-quality brass.,https://example.com/images/00166.jpg,2024-01-11
SKU00167,West Elm Luxury Vase,Decor,Vases,West Elm,29.82,Silk,Gold | Natural,Powder Coated,69x12x18 inches,100.0,Art Deco | Mid-Century,Elegant design meets functionality in this West Elm piece. Features powder coated finish and durable construction.,https://example.com/images/00167.jpg,2025-06-05
SKU00168,West Elm Essential Vase,Decor,Vases,West Elm,232.69,Porcelain | Silk,Cream,Brushed,10x74x37 inches,86.4,Contemporary | Art Deco,Elegant design meets functionality in this West Elm piece. Features brushed finish and durable construction.,https://example.com/images/00168.jpg,2023-09-21
SKU00169,Pottery Barn Signature Vase,Decor,Vases,Pottery Barn,112.85,Stainless Steel | Glass,Navy,Lacquered,26x70x19 inches,12.1,Coastal | Mid-Century,Timeless decor essential that combines style with practicality. Made from high-quality stainless steel.,https://example.com/images/00169.jpg,2025-12-05
SKU00170,Rejuvenation Luxury Vase,Decor,Vases,Rejuvenation,82.05,Ceramic | Velvet,Beige,Lacquered,26x49x25 inches,75.0,Farmhouse | Scandinavian,Expertly crafted vases that brings sophistication to your home. Available in beige.,https://example.com/images/00170.jpg,2024-07-15
SKU00171,West Elm Custom Vase,Decor,Vases,West Elm,199.8,Metal | Bamboo,Bronze,Matte,77x64x16 inches,78.4,Transitional,Timeless decor essential that combines style with practicality. Made from high-quality metal.,https://example.com/images/00171.jpg,2025-12-26
SKU00172,Mark & Graham Classic Vase,Decor,Vases,Mark & Graham,57.59,Porcelain,Black | Gold,Powder Coated,35x50x39 inches,102.2,Rustic | Glam,Timeless decor essential that combines style with practicality. Made from high-quality porcelain.,https://example.com/images/00172.jpg,2025-06-05
SKU00173,Pottery Barn Essential Vase,Decor,Vases,Pottery Barn,283.98,Metal | Brass,Blue | Charcoal,Polished,27x65x11 inches,76.5,Minimalist,Beautiful minimalist vases crafted with premium materials. Perfect addition to any home.,https://example.com/images/00173.jpg,2025-11-10
SKU00174,West Elm Custom Vase,Decor,Vases,West Elm,33.51,Silk,Beige,Glossy,51x18x29 inches,30.4,Rustic | Minimalist,Elegant design meets functionality in this West Elm piece. Features glossy finish and durable construction.,https://example.com/images/00174.jpg,2024-02-11
SKU00175,Mark & Graham Premium Vase,Decor,Vases,Mark & Graham,22.06,Brass | Stainless Steel,Ivory,Brushed,27x42x5 inches,67.8,Traditional | Mid-Century,Beautiful traditional vases crafted with premium materials. Perfect addition to any home.,https://example.com/images/00175.jpg,2023-12-02
SKU00176,West Elm Luxury Vase,Decor,Vases,West Elm,125.75,Wool,Silver | Black,Lacquered,59x38x31 inches,74.3,Rustic,Beautiful rustic vases crafted with premium materials. Perfect addition to any home.,https://example.com/images/00176.jpg,2024-11-09
SKU00177,Williams Sonoma Luxury Vase,Decor,Vases,Williams Sonoma,112.18,Rattan,Cream,Lacquered,41x56x12 inches,80.1,Industrial,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00177.jpg,2023-12-15
SKU00178,Mark & Graham Artisan Vase,Decor,Vases,Mark & Graham,297.13,Linen,Green | Black,Textured,69x55x14 inches,12.7,Rustic | Traditional,Expertly crafted vases that brings sophistication to your home. Available in green.,https://example.com/images/00178.jpg,2025-07-24
SKU00179,Mark & Graham Modern Vase,Decor,Vases,Mark & Graham,1309.51,Marble,White,Glossy,55x70x22 inches,134.0,Art Deco,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00179.jpg,2025-07-10
SKU00180,Rejuvenation Modern Sculpture,Decor,Sculptures,Rejuvenation,286.27,Ceramic,Walnut,Textured,79x79x27 inches,41.0,Mid-Century,Expertly crafted sculptures that brings sophistication to your home. Available in walnut.,https://example.com/images/00180.jpg,2023-04-09
SKU00181,Mark & Graham Custom Sculpture,Decor,Sculptures,Mark & Graham,324.39,Velvet,Red,Lacquered,71x44x17 inches,12.0,Art Deco | Farmhouse,Elegant design meets functionality in this Mark & Graham piece. Features lacquered finish and durable construction.,https://example.com/images/00181.jpg,2025-10-25
SKU00182,West Elm Custom Sculpture,Decor,Sculptures,West Elm,117.48,Wool,Navy | Cream,Lacquered,40x44x20 inches,58.8,Coastal | Mid-Century,Elegant design meets functionality in this West Elm piece. Features lacquered finish and durable construction.,https://example.com/images/00182.jpg,2024-08-24
SKU00183,Pottery Barn Modern Sculpture,Decor,Sculptures,Pottery Barn,78.37,Bamboo,Black,Powder Coated,49x23x9 inches,50.0,Traditional,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00183.jpg,2025-05-07
SKU00184,Mark & Graham Essential Sculpture,Decor,Sculptures,Mark & Graham,186.87,Acrylic,Navy,Brushed,62x39x7 inches,136.1,Modern,Timeless decor essential that combines style with practicality. Made from high-quality acrylic.,https://example.com/images/00184.jpg,2023-05-09
SKU00185,Pottery Barn Luxury Sculpture,Decor,Sculptures,Pottery Barn,129.35,Marble | Leather,Red | Navy,Glossy,22x44x12 inches,72.0,Bohemian | Rustic,Elegant design meets functionality in this Pottery Barn piece. Features glossy finish and durable construction.,https://example.com/images/00185.jpg,2023-09-29
SKU00186,Rejuvenation Signature Sculpture,Decor,Sculptures,Rejuvenation,395.57,Stainless Steel | Bamboo,Ivory | Navy,Polished,17x77x9 inches,73.1,Traditional,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00186.jpg,2024-10-23
SKU00187,Williams Sonoma Modern Sculpture,Decor,Sculptures,Williams Sonoma,497.91,Bamboo,Silver,Textured,72x74x30 inches,148.3,Mid-Century,Beautiful mid-century sculptures crafted with premium materials. Perfect addition to any home.,https://example.com/images/00187.jpg,2024-07-29
SKU00188,Williams Sonoma Essential Sculpture,Decor,Sculptures,Williams Sonoma,96.73,Leather,Natural | Silver,Brushed,31x36x14 inches,131.6,Art Deco,Expertly crafted sculptures that brings sophistication to your home. Available in natural.,https://example.com/images/00188.jpg,2024-04-14
SKU00189,Pottery Barn Classic Sculpture,Decor,Sculptures,Pottery Barn,81.27,Leather,Walnut | Beige,Brushed,26x70x14 inches,4.9,Glam | Art Deco,Beautiful glam sculptures crafted with premium materials. Perfect addition to any home.,https://example.com/images/00189.jpg,2023-07-07
SKU00190,Mark & Graham Signature Throw Pillow,Decor,Throw Pillows,Mark & Graham,103.71,Cotton,Bronze,Satin,61x30x11 inches,119.9,Industrial | Farmhouse,Expertly crafted throw pillows that brings sophistication to your home. Available in bronze.,https://example.com/images/00190.jpg,2024-04-17
SKU00191,Mark & Graham Essential Throw Pillow,Decor,Throw Pillows,Mark & Graham,240.48,Stainless Steel | Rattan,Red | Walnut,Polished,57x65x35 inches,22.9,Farmhouse,Expertly crafted throw pillows that brings sophistication to your home. Available in red.,https://example.com/images/00191.jpg,2025-09-06
SKU00192,Williams Sonoma Luxury Throw Pillow,Decor,Throw Pillows,Williams Sonoma,1144.76,Glass,Walnut | Oak,Polished,72x61x29 inches,105.0,Rustic,Beautiful rustic throw pillows crafted with premium materials. Perfect addition to any home.,https://example.com/images/00192.jpg,2023-08-09
SKU00193,Rejuvenation Custom Throw Pillow,Decor,Throw Pillows,Rejuvenation,112.0,Bamboo,Cream,Brushed,15x46x25 inches,106.2,Mid-Century,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00193.jpg,2023-08-20
SKU00194,Williams Sonoma Essential Throw Pillow,Decor,Throw Pillows,Williams Sonoma,100.29,Velvet,Natural | Black,Satin,15x16x22 inches,77.4,Contemporary | Modern,Timeless decor essential that combines style with practicality. Made from high-quality velvet.,https://example.com/images/00194.jpg,2025-05-02
SKU00195,Williams Sonoma Luxury Throw Pillow,Decor,Throw Pillows,Williams Sonoma,217.85,Metal | Bamboo,Red,Matte,17x54x35 inches,114.3,Art Deco | Industrial,Timeless decor essential that combines style with practicality. Made from high-quality metal.,https://example.com/images/00195.jpg,2023-07-25
SKU00196,Williams Sonoma Classic Throw Pillow,Decor,Throw Pillows,Williams Sonoma,136.21,Acrylic | Glass,Gray | Cream,Matte,63x68x10 inches,2.1,Farmhouse | Coastal,Expertly crafted throw pillows that brings sophistication to your home. Available in gray.,https://example.com/images/00196.jpg,2025-07-14
SKU00197,Williams Sonoma Custom Throw Pillow,Decor,Throw Pillows,Williams Sonoma,64.04,Ceramic | Wood,Black,Lacquered,47x61x19 inches,57.3,Transitional,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00197.jpg,2023-10-21
SKU00198,Williams Sonoma Premium Throw Pillow,Decor,Throw Pillows,Williams Sonoma,566.52,Metal | Silk,Charcoal,Antique,72x64x27 inches,116.8,Glam | Bohemian,Beautiful glam throw pillows crafted with premium materials. Perfect addition to any home.,https://example.com/images/00198.jpg,2023-10-25
SKU00199,Williams Sonoma Modern Throw Pillow,Decor,Throw Pillows,Williams Sonoma,213.06,Concrete | Wool,Oak,Polished,69x35x12 inches,103.6,Art Deco | Traditional,Elegant design meets functionality in this Williams Sonoma piece. Features polished finish and durable construction.,https://example.com/images/00199.jpg,2026-01-27
SKU00200,Williams Sonoma Artisan Throw Pillow,Decor,Throw Pillows,Williams Sonoma,221.8,Concrete,Red,Glossy,32x55x23 inches,142.2,Coastal,Elegant design meets functionality in this Williams Sonoma piece. Features glossy finish and durable construction.,https://example.com/images/00200.jpg,2025-04-16
SKU00201,West Elm Modern Throw Pillow,Decor,Throw Pillows,West Elm,327.03,Marble,Oak,Lacquered,28x42x32 inches,132.7,Farmhouse | Traditional,Beautiful farmhouse throw pillows crafted with premium materials. Perfect addition to any home.,https://example.com/images/00201.jpg,2025-08-10
SKU00202,Rejuvenation Modern Throw Pillow,Decor,Throw Pillows,Rejuvenation,55.2,Linen,Cream | Oak,Antique,35x31x25 inches,119.2,Farmhouse | Mid-Century,Expertly crafted throw pillows that brings sophistication to your home. Available in cream.,https://example.com/images/00202.jpg,2023-12-21
SKU00203,Williams Sonoma Custom Rug,Decor,Rugs,Williams Sonoma,106.37,Wood | Concrete,Cream,Polished,36x53x37 inches,45.6,Art Deco | Contemporary,Contemporary design that elevates your space. Easy to maintain and built to last.,https://example.com/images/00203.jpg,2024-05-24
