customer_id,age_group,lifestyle_tags,preferred_styles,Preferred_colors,lighting_condition,avg_spend,return_rate
CUST00226,55-64,home_chef|couple|diy_enthusiast|eco_conscious,Industrial|Coastal,Neutrals|Metallics,Mixed,1202.14,0.143
CUST00227,25-34,frequent_entertainer|single|pet_owner|home_chef,Coastal,Monochrome|Blues,Dim Artificial,1180.06,0.093
CUST00228,35-44,pet_owner|couple,Coastal|Mid-Century|Scandinavian,Natural Wood|Warm Earth Tones,Dim Artificial,527.41,0.069
CUST00229,18-24,frequent_entertainer|couple|family_with_kids|home_chef,Scandinavian|Bohemian,Warm Earth Tones,Mixed,1266.5,0.291
CUST00230,25-34,frequent_entertainer|family_with_kids,Coastal|Bohemian,Monochrome|Warm Earth Tones,Dim Natural,1028.93,0.16
CUST00231,35-44,couple|pet_owner|single|home_chef,Scandinavian|Minimalist,Greens,Bright Natural,1308.4,0.185
CUST00232,65+,frequent_entertainer|pet_owner|eco_conscious,Mid-Century|Minimalist|Bohemian,Jewel Tones,Dim Artificial,1128.91,0.099
CUST00233,35-44,renter|frequent_entertainer|diy_enthusiast|single,Traditional,Blues,Dim Natural,918.77,0.184
CUST00234,35-44,family_with_kids|couple,Traditional|Farmhouse,Neutrals|Warm Earth Tones,Mixed,417.94,0.132
CUST00235,35-44,renter|frequent_entertainer|homeowner,Scandinavian|Coastal|Traditional,Monochrome|Pastels,Bright Natural,683.04,0.08
CUST00236,55-64,homeowner|frequent_entertainer,Coastal|Minimalist,Neutrals|Black & White,Mixed,922.51,0.129
CUST00237,45-54,renter|frequent_entertainer,Traditional|Coastal,Blues|Monochrome,Bright Artificial,724.89,0.157
CUST00238,18-24,pet_owner|couple|eco_conscious|renter,Farmhouse,Warm Earth Tones|Greens,Bright Artificial,131.47,0.02
CUST00239,35-44,single|pet_owner|homeowner,Coastal,Jewel Tones,Dim Natural,159.69,0.151
CUST00240,65+,home_chef|frequent_entertainer|diy_enthusiast|homeowner,Industrial|Eclectic|Traditional,Metallics|Natural Wood,Dim Artificial,1304.1,0.092
CUST00241,25-34,couple|eco_conscious|single,Traditional|Scandinavian,Monochrome|Pastels,Dim Artificial,351.36,0.127
CUST00242,35-44,couple|home_chef,Industrial|Farmhouse,Neutrals|Black & White,Bright Artificial,1254.73,0.305
CUST00243,45-54,single|pet_owner,Traditional|Industrial|Eclectic,Pastels|Greens,Mixed,239.33,0.146
CUST00244,65+,family_with_kids|pet_owner|frequent_entertainer,Mid-Century|Minimalist,Natural Wood|Pastels,Dim Natural,549.82,0.168
CUST00245,25-34,frequent_entertainer|couple|diy_enthusiast,Coastal|Bohemian|Minimalist,Monochrome,Bright Natural,515.0,0.139
CUST00246,45-54,home_chef|frequent_entertainer|diy_enthusiast,Traditional|Scandinavian|Modern,Natural Wood,Dim Artificial,946.25,0.233
CUST00247,45-54,frequent_entertainer|home_chef,Farmhouse|Industrial,Monochrome,Bright Artificial,755.4,0.066
CUST00248,65+,family_with_kids|homeowner|renter,Farmhouse|Minimalist|Mid-Century,Black & White|Greens,Bright Natural,337.78,0.022
CUST00249,45-54,single|couple|homeowner|pet_owner,Modern|Minimalist|Eclectic,Metallics|Warm Earth Tones,Bright Natural,502.25,0.143
CUST00250,65+,frequent_entertainer|single|diy_enthusiast,Farmhouse,Blues|Greens,Dim Artificial,1147.78,0.108
CUST00251,35-44,diy_enthusiast|pet_owner,Coastal|Bohemian,Neutrals|Black & White,Dim Natural,342.24,0.124
CUST00252,35-44,family_with_kids|diy_enthusiast|renter,Industrial|Eclectic|Traditional,Natural Wood|Warm Earth Tones,Dim Natural,241.82,0.676
CUST00253,18-24,family_with_kids|eco_conscious|frequent_entertainer,Traditional|Eclectic,Warm Earth Tones,Dim Artificial,1109.48,0.026
CUST00254,45-54,diy_enthusiast|renter|family_with_kids|homeowner,Eclectic|Industrial,Natural Wood,Dim Artificial,296.65,0.393
CUST00255,45-54,pet_owner|renter|diy_enthusiast,Mid-Century,Monochrome,Bright Artificial,518.85,0.029
CUST00256,45-54,pet_owner|diy_enthusiast|couple,Traditional,Greens,Dim Artificial,339.8,0.249
CUST00257,25-34,eco_conscious|homeowner|diy_enthusiast|couple,Coastal|Minimalist,Warm Earth Tones|Blues,Bright Artificial,714.54,0.105
CUST00258,18-24,diy_enthusiast|frequent_entertainer|homeowner,Industrial|Coastal|Farmhouse,Black & White,Bright Natural,496.24,0.23
CUST00259,35-44,diy_enthusiast|homeowner,Scandinavian|Mid-Century,Warm Earth Tones,Bright Artificial,437.47,0.278
CUST00260,45-54,home_chef|frequent_entertainer,Eclectic|Coastal,Warm Earth Tones,Bright Artificial,1037.2,0.041
CUST00261,25-34,frequent_entertainer|home_chef|homeowner,Farmhouse|Modern,Neutrals,Mixed,320.98,0.189
CUST00262,18-24,eco_conscious|renter|family_with_kids|home_chef,Industrial|Scandinavian|Bohemian,Warm Earth Tones|Metallics,Mixed,1018.05,0.345
CUST00263,35-44,renter|family_with_kids,Eclectic|Traditional|Industrial,Neutrals,Mixed,181.76,0.317
CUST00264,45-54,home_chef|frequent_entertainer|family_with_kids|single,Eclectic|Coastal|Traditional,Black & White|Neutrals,Bright Artificial,1143.88,0.081
CUST00265,35-44,home_chef|renter|eco_conscious|single,Traditional,Warm Earth Tones,Dim Natural,1034.94,0.072
CUST00266,25-34,homeowner|eco_conscious|single|pet_owner,Traditional|Bohemian|Mid-Century,Black & White,Bright Artificial,228.78,0.31
CUST00267,55-64,home_chef|renter,Modern|Minimalist|Bohemian,Jewel Tones,Bright Artificial,732.5,0.07
CUST00268,35-44,diy_enthusiast|pet_owner,Coastal,Greens|Black & White,Mixed,301.48,0.233
CUST00269,45-54,pet_owner|single|family_with_kids|couple,Scandinavian,Metallics|Blues,Dim Natural,439.57,0.182
CUST00270,35-44,pet_owner|couple,Industrial,Black & White,Dim Natural,526.39,0.295
CUST00271,25-34,homeowner|couple,Bohemian|Modern,Neutrals,Bright Natural,103.43,0.239
CUST00272,45-54,homeowner|diy_enthusiast|home_chef|single,Scandinavian,Natural Wood|Greens,Mixed,811.61,0.047
CUST00273,25-34,renter|frequent_entertainer,Farmhouse|Scandinavian|Traditional,Pastels|Metallics,Dim Artificial,458.69,0.05
CUST00274,25-34,homeowner|family_with_kids|renter|home_chef,Scandinavian|Traditional|Farmhouse,Blues,Dim Artificial,1002.88,0.066
CUST00275,18-24,diy_enthusiast|frequent_entertainer|pet_owner,Coastal,Metallics,Mixed,1453.46,0.069
CUST00276,25-34,frequent_entertainer|renter|single|home_chef,Industrial|Scandinavian|Minimalist,Metallics,Bright Natural,575.44,0.075
CUST00277,18-24,diy_enthusiast|frequent_entertainer|couple,Scandinavian|Bohemian|Traditional,Metallics,Bright Natural,1118.74,0.484
CUST00278,18-24,single|couple|home_chef,Minimalist|Mid-Century|Bohemian,Jewel Tones,Dim Natural,1472.9,0.186
CUST00279,45-54,pet_owner|single|frequent_entertainer,Farmhouse|Scandinavian|Bohemian,Black & White|Natural Wood,Bright Natural,795.89,0.017
CUST00280,45-54,diy_enthusiast|frequent_entertainer|family_with_kids|home_chef,Industrial|Farmhouse|Modern,Neutrals|Metallics,Mixed,597.42,0.284
CUST00281,18-24,frequent_entertainer|family_with_kids|eco_conscious|single,Traditional|Eclectic|Farmhouse,Warm Earth Tones,Dim Artificial,774.22,0.274
CUST00282,55-64,homeowner|pet_owner|renter|diy_enthusiast,Farmhouse|Bohemian|Modern,Metallics,Bright Artificial,625.37,0.112
CUST00283,18-24,renter|homeowner|home_chef|couple,Industrial,Natural Wood,Bright Natural,1286.71,0.123
CUST00284,55-64,diy_enthusiast|pet_owner|homeowner,Farmhouse|Scandinavian,Black & White,Mixed,521.97,0.023
CUST00285,35-44,eco_conscious|home_chef|couple|diy_enthusiast,Industrial|Mid-Century,Pastels|Natural Wood,Bright Artificial,997.21,0.162
CUST00286,25-34,renter|homeowner|diy_enthusiast|eco_conscious,Minimalist|Mid-Century|Farmhouse,Jewel Tones|Greens,Bright Artificial,200.71,0.112
CUST00287,45-54,eco_conscious|home_chef,Industrial|Minimalist|Scandinavian,Metallics|Blues,Mixed,1011.85,0.051
CUST00288,55-64,renter|single|couple|diy_enthusiast,Bohemian,Greens|Blues,Bright Natural,317.63,0.147
CUST00289,45-54,home_chef|diy_enthusiast|family_with_kids|couple,Eclectic|Industrial|Farmhouse,Natural Wood|Black & White,Dim Natural,1144.84,0.025
CUST00290,35-44,diy_enthusiast|couple|eco_conscious|renter,Traditional|Farmhouse,Metallics,Bright Artificial,465.89,0.226
CUST00291,45-54,diy_enthusiast|family_with_kids,Farmhouse|Mid-Century|Minimalist,Black & White|Blues,Mixed,468.99,0.059
CUST00292,45-54,family_with_kids|frequent_entertainer|single|renter,Bohemian|Industrial|Eclectic,Neutrals,Mixed,405.28,0.039
CUST00293,35-44,frequent_entertainer|pet_owner,Industrial|Scandinavian,Natural Wood|Monochrome,Mixed,593.47,0.09
CUST00294,35-44,diy_enthusiast|eco_conscious|frequent_entertainer,Minimalist|Mid-Century,Jewel Tones,Bright Artificial,640.13,0.122
CUST00295,25-34,homeowner|frequent_entertainer,Farmhouse,Pastels|Natural Wood,Bright Natural,1087.62,0.196
CUST00296,25-34,pet_owner|diy_enthusiast,Eclectic|Coastal|Mid-Century,Jewel Tones,Bright Artificial,685.09,0.479
CUST00297,55-64,single|diy_enthusiast|eco_conscious,Modern|Mid-Century,Blues|Black & White,Dim Natural,332.37,0.082
CUST00298,65+,single|pet_owner|frequent_entertainer|couple,Farmhouse|Traditional,Jewel Tones|Neutrals,Dim Natural,726.88,0.113
CUST00299,35-44,family_with_kids|single|couple,Industrial|Farmhouse,Neutrals,Bright Natural,544.32,0.154
CUST00300,65+,diy_enthusiast|eco_conscious|family_with_kids|frequent_entertainer,Bohemian,Pastels,Bright Natural,1098.87,0.153
CUST00301,65+,single|diy_enthusiast|homeowner,Modern,Neutrals|Warm Earth Tones,Dim Artificial,467.16,0.111
CUST00302,55-64,renter|diy_enthusiast|couple,Minimalist,Warm Earth Tones|Natural Wood,Mixed,571.04,0.268
CUST00303,35-44,eco_conscious|single,Industrial,Metallics|Black & White,Bright Artificial,576.2,0.155
CUST00304,35-44,couple|family_with_kids|diy_enthusiast|renter,Minimalist|Farmhouse|Industrial,Greens|Natural Wood,Dim Artificial,475.53,0.334
CUST00305,35-44,frequent_entertainer|home_chef|single,Modern|Mid-Century|Traditional,Black & White|Pastels,Bright Artificial,575.44,0.074
CUST00306,65+,couple|homeowner|family_with_kids|frequent_entertainer,Minimalist|Scandinavian|Traditional,Monochrome,Bright Natural,1072.51,0.104
CUST00307,55-64,pet_owner|single|home_chef|couple,Scandinavian|Coastal|Bohemian,Black & White,Dim Natural,496.18,0.122
CUST00308,55-64,home_chef|renter|single|pet_owner,Eclectic|Mid-Century,Blues|Jewel Tones,Bright Natural,921.08,0.062
CUST00309,65+,family_with_kids|diy_enthusiast|renter|home_chef,Coastal|Farmhouse,Greens|Blues,Dim Natural,461.4,0.012
CUST00310,25-34,single|eco_conscious,Coastal|Industrial,Metallics|Monochrome,Dim Artificial,204.25,0.217
CUST00311,35-44,single|couple|frequent_entertainer|pet_owner,Farmhouse|Coastal|Modern,Jewel Tones|Blues,Bright Artificial,934.9,0.379
CUST00312,55-64,single|renter|family_with_kids|pet_owner,Coastal,Pastels,Dim Natural,435.0,0.148
CUST00313,25-34,family_with_kids|couple|diy_enthusiast,Minimalist|Farmhouse,Monochrome,Bright Natural,350.9,0.177
CUST00314,35-44,pet_owner|couple|eco_conscious,Traditional|Mid-Century,Pastels,Bright Artificial,538.51,0.215
CUST00315,25-34,family_with_kids|home_chef|homeowner,Bohemian|Industrial,Metallics,Bright Artificial,1085.58,0.058
CUST00316,65+,eco_conscious|diy_enthusiast,Eclectic|Mid-Century,Greens,Dim Artificial,533.41,0.126
CUST00317,45-54,family_with_kids|single,Eclectic|Coastal,Blues|Neutrals,Dim Artificial,359.74,0.422
CUST00318,45-54,couple|single,Coastal|Industrial|Mid-Century,Neutrals|Black & White,Bright Artificial,303.38,0.139
CUST00319,25-34,single|couple|frequent_entertainer|renter,Modern|Coastal,Greens|Metallics,Bright Artificial,1233.31,0.163
CUST00320,35-44,single|pet_owner|renter|couple,Traditional|Scandinavian|Bohemian,Natural Wood|Pastels,Mixed,553.67,0.117
CUST00321,45-54,homeowner|couple,Bohemian|Mid-Century,Monochrome|Black & White,Bright Natural,505.63,0.11
CUST00322,45-54,diy_enthusiast|pet_owner|home_chef|eco_conscious,Coastal,Jewel Tones|Natural Wood,Bright Natural,440.04,0.318
CUST00323,55-64,home_chef|homeowner|frequent_entertainer|pet_owner,Minimalist|Coastal|Traditional,Blues,Dim Artificial,1026.26,0.144
CUST00324,35-44,family_with_kids|eco_conscious|single,Bohemian,Neutrals,Dim Artificial,116.62,0.243
CUST00325,45-54,eco_conscious|renter,Industrial|Scandinavian|Eclectic,Monochrome,Mixed,474.71,0.132
CUST00326,25-34,homeowner|renter,Eclectic,Monochrome|Warm Earth Tones,Mixed,484.73,0.068
CUST00327,35-44,single|couple,Industrial|Bohemian,Blues|Greens,Dim Natural,201.03,0.506
CUST00328,55-64,renter|pet_owner,Bohemian|Industrial|Modern,Neutrals|Pastels,Dim Artificial,373.03,0.423
CUST00329,25-34,home_chef|diy_enthusiast,Eclectic|Bohemian|Industrial,Blues|Black & White,Mixed,607.11,0.046
CUST00330,45-54,frequent_entertainer|single|couple,Farmhouse|Eclectic|Minimalist,Natural Wood,Bright Artificial,373.67,0.024
CUST00331,45-54,single|family_with_kids|couple,Minimalist,Greens,Dim Natural,237.55,0.35
CUST00332,65+,homeowner|home_chef,Industrial,Black & White|Metallics,Dim Artificial,941.53,0.121
CUST00333,25-34,pet_owner|homeowner,Industrial|Traditional|Coastal,Pastels,Bright Natural,259.28,0.17
CUST00334,18-24,diy_enthusiast|renter|homeowner|pet_owner,Bohemian,Monochrome|Black & White,Dim Artificial,397.14,0.076
CUST00335,45-54,home_chef|frequent_entertainer,Scandinavian|Farmhouse|Minimalist,Natural Wood,Dim Natural,594.21,0.18
CUST00336,25-34,homeowner|home_chef|single|couple,Bohemian|Coastal,Monochrome,Dim Artificial,1323.27,0.219
CUST00337,25-34,renter|diy_enthusiast|couple,Scandinavian|Bohemian,Greens,Dim Artificial,728.14,0.127
CUST00338,35-44,renter|homeowner|home_chef,Traditional|Coastal|Mid-Century,Greens|Metallics,Bright Natural,821.76,0.056
CUST00339,18-24,family_with_kids|couple|home_chef,Minimalist|Coastal|Scandinavian,Black & White|Pastels,Bright Artificial,1299.86,0.07
CUST00340,35-44,couple|eco_conscious|diy_enthusiast|single,Coastal,Jewel Tones|Natural Wood,Bright Artificial,684.57,0.102
CUST00341,55-64,couple|homeowner|single,Mid-Century|Farmhouse,Blues|Greens,Mixed,544.32,0.042
CUST00342,55-64,family_with_kids|home_chef,Farmhouse,Warm Earth Tones,Mixed,1436.0,0.101
CUST00343,35-44,diy_enthusiast|homeowner|frequent_entertainer|couple,Modern|Eclectic,Warm Earth Tones|Monochrome,Dim Artificial,422.71,0.465
CUST00344,45-54,frequent_entertainer|home_chef,Bohemian|Mid-Century,Metallics|Natural Wood,Mixed,1267.33,0.159
CUST00345,18-24,eco_conscious|single,Coastal|Eclectic,Warm Earth Tones|Natural Wood,Bright Artificial,191.61,0.216
CUST00346,55-64,pet_owner|home_chef|couple,Farmhouse,Pastels,Dim Artificial,1395.52,0.248
CUST00347,35-44,single|renter|family_with_kids,Mid-Century|Modern|Eclectic,Pastels|Monochrome,Bright Natural,240.58,0.137
CUST00348,45-54,home_chef|frequent_entertainer|couple,Mid-Century|Bohemian,Neutrals,Dim Natural,395.68,0.282
CUST00349,25-34,pet_owner|couple|renter,Eclectic|Bohemian,Black & White|Jewel Tones,Dim Natural,426.52,0.417
CUST00350,45-54,couple|single|homeowner|eco_conscious,Farmhouse,Blues,Bright Artificial,318.25,0.265
CUST00351,35-44,renter|single,Eclectic|Minimalist,Pastels|Blues,Bright Natural,304.19,0.115
CUST00352,35-44,homeowner|diy_enthusiast|renter|couple,Farmhouse,Monochrome|Blues,Bright Artificial,681.66,0.086
CUST00353,55-64,renter|diy_enthusiast|single|family_with_kids,Modern,Neutrals,Bright Natural,668.37,0.042
CUST00354,18-24,renter|frequent_entertainer|homeowner,Farmhouse,Greens,Mixed,913.79,0.197
CUST00355,35-44,diy_enthusiast|single|home_chef|homeowner,Minimalist|Coastal,Monochrome,Bright Artificial,314.02,0.104
CUST00356,25-34,frequent_entertainer|pet_owner|couple|eco_conscious,Modern,Black & White,Dim Artificial,1067.81,0.094
CUST00357,25-34,diy_enthusiast|frequent_entertainer|single,Eclectic,Metallics|Greens,Bright Natural,1270.92,0.164
CUST00358,35-44,eco_conscious|pet_owner|diy_enthusiast,Mid-Century,Monochrome,Dim Natural,539.16,0.221
CUST00359,55-64,family_with_kids|homeowner,Traditional,Pastels|Monochrome,Bright Artificial,418.92,0.0
CUST00360,25-34,homeowner|renter,Coastal,Neutrals|Greens,Mixed,213.78,0.083
CUST00361,45-54,frequent_entertainer|homeowner,Scandinavian|Coastal|Bohemian,Greens,Mixed,480.03,0.08
CUST00362,45-54,renter|single|family_with_kids|pet_owner,Modern|Scandinavian,Natural Wood|Warm Earth Tones,Mixed,574.51,0.141
CUST00363,25-34,frequent_entertainer|family_with_kids|home_chef,Farmhouse|Eclectic,Jewel Tones|Natural Wood,Bright Natural,848.95,0.266
CUST00364,65+,family_with_kids|renter,Minimalist|Traditional,Jewel Tones|Natural Wood,Mixed,159.99,0.063
CUST00365,35-44,renter|homeowner,Farmhouse|Mid-Century,Monochrome|Neutrals,Dim Artificial,151.77,0.104
CUST00366,45-54,single|home_chef|family_with_kids|frequent_entertainer,Modern|Bohemian|Eclectic,Black & White,Dim Artificial,325.83,0.387
CUST00367,35-44,renter|family_with_kids|diy_enthusiast|pet_owner,Modern|Mid-Century|Traditional,Black & White|Blues,Bright Natural,619.76,0.205
CUST00368,25-34,diy_enthusiast|pet_owner|homeowner|family_with_kids,Scandinavian|Modern,Black & White|Jewel Tones,Dim Natural,429.66,0.145
CUST00369,18-24,renter|home_chef,Traditional,Blues|Neutrals,Dim Natural,1046.64,0.375
CUST00370,35-44,homeowner|couple|single,Modern|Minimalist|Coastal,Greens|Natural Wood,Bright Natural,283.29,0.316
CUST00371,25-34,homeowner|renter|pet_owner|diy_enthusiast,Traditional|Farmhouse|Modern,Pastels,Mixed,783.83,0.062
CUST00372,25-34,pet_owner|eco_conscious,Mid-Century|Eclectic|Bohemian,Neutrals,Dim Artificial,297.07,0.423
CUST00373,25-34,single|frequent_entertainer,Scandinavian|Bohemian|Industrial,Pastels,Mixed,581.14,0.162
CUST00374,35-44,single|renter|eco_conscious,Traditional|Scandinavian,Blues|Warm Earth Tones,Dim Natural,386.32,0.065
CUST00375,65+,single|eco_conscious,Modern|Eclectic|Farmhouse,Blues,Bright Artificial,426.07,0.059
CUST00376,45-54,family_with_kids|pet_owner|homeowner|single,Farmhouse,Monochrome|Pastels,Mixed,142.85,0.129
CUST00377,55-64,home_chef|eco_conscious,Minimalist|Modern|Traditional,Blues,Bright Artificial,477.3,0.234
CUST00378,18-24,home_chef|diy_enthusiast|pet_owner|single,Scandinavian,Pastels,Bright Artificial,374.25,0.018
CUST00379,55-64,diy_enthusiast|homeowner|couple|home_chef,Farmhouse,Monochrome|Jewel Tones,Bright Artificial,985.83,0.079
CUST00380,35-44,frequent_entertainer|diy_enthusiast|renter|single,Modern,Warm Earth Tones|Neutrals,Bright Natural,521.95,0.14
CUST00381,35-44,homeowner|couple|eco_conscious,Coastal|Modern|Farmhouse,Monochrome,Bright Artificial,443.42,0.014
CUST00382,45-54,frequent_entertainer|eco_conscious|single,Eclectic|Minimalist,Natural Wood,Mixed,798.82,0.064
CUST00383,45-54,single|frequent_entertainer|diy_enthusiast|home_chef,Traditional|Coastal,Greens,Dim Natural,885.4,0.101
CUST00384,35-44,homeowner|home_chef|pet_owner|eco_conscious,Traditional,Monochrome,Bright Natural,1352.09,0.143
CUST00385,45-54,homeowner|pet_owner,Bohemian|Traditional|Coastal,Natural Wood|Black & White,Dim Natural,513.75,0.175
CUST00386,45-54,home_chef|homeowner|eco_conscious|family_with_kids,Traditional,Monochrome|Greens,Dim Artificial,791.59,0.295
CUST00387,18-24,renter|home_chef,Scandinavian|Minimalist,Pastels|Blues,Dim Artificial,1271.06,0.23
CUST00388,55-64,family_with_kids|diy_enthusiast|single|couple,Scandinavian,Black & White,Bright Natural,774.91,0.12
CUST00389,25-34,frequent_entertainer|renter|couple,Bohemian|Minimalist|Eclectic,Natural Wood|Greens,Mixed,609.93,0.15
CUST00390,55-64,single|eco_conscious|diy_enthusiast,Coastal,Blues,Bright Natural,202.26,0.166
CUST00391,55-64,single|home_chef|pet_owner|family_with_kids,Scandinavian,Blues|Natural Wood,Bright Natural,1278.71,0.199
CUST00392,18-24,homeowner|frequent_entertainer|pet_owner,Coastal|Eclectic|Mid-Century,Greens|Neutrals,Bright Artificial,1045.03,0.205
CUST00393,35-44,single|family_with_kids|pet_owner|diy_enthusiast,Modern|Coastal,Greens|Black & White,Bright Artificial,592.1,0.021
CUST00394,45-54,couple|diy_enthusiast,Scandinavian|Farmhouse|Eclectic,Greens|Warm Earth Tones,Dim Artificial,799.9,0.149
CUST00395,55-64,eco_conscious|pet_owner,Farmhouse|Mid-Century,Pastels|Jewel Tones,Mixed,297.52,0.169
CUST00396,45-54,single|homeowner,Modern|Bohemian|Industrial,Monochrome,Bright Artificial,562.18,0.034
CUST00397,25-34,homeowner|couple,Eclectic|Minimalist,Jewel Tones,Dim Artificial,509.32,0.069
CUST00398,35-44,family_with_kids|eco_conscious,Modern|Eclectic|Minimalist,Warm Earth Tones|Greens,Dim Artificial,472.99,0.199
CUST00399,55-64,family_with_kids|couple|home_chef,Traditional,Natural Wood,Bright Natural,1072.11,0.125
CUST00400,35-44,renter|home_chef|diy_enthusiast,Bohemian|Scandinavian|Modern,Natural Wood,Dim Artificial,1243.05,0.118
CUST00401,18-24,frequent_entertainer|diy_enthusiast|eco_conscious|couple,Mid-Century,Greens|Metallics,Dim Artificial,1065.24,0.067
CUST00402,45-54,homeowner|couple,Modern|Coastal|Farmhouse,Black & White|Monochrome,Dim Artificial,298.77,0.118
CUST00403,45-54,frequent_entertainer|homeowner|diy_enthusiast|pet_owner,Modern|Farmhouse|Eclectic,Greens|Blues,Dim Natural,868.48,0.157
CUST00404,35-44,home_chef|frequent_entertainer|homeowner|couple,Eclectic|Bohemian|Mid-Century,Metallics,Dim Natural,392.4,0.162
CUST00405,45-54,couple|single|homeowner|home_chef,Bohemian|Minimalist,Blues,Bright Natural,1171.29,0.209
CUST00406,45-54,frequent_entertainer|diy_enthusiast|home_chef,Scandinavian|Industrial,Monochrome|Blues,Dim Artificial,512.29,0.093
CUST00407,25-34,renter|family_with_kids|home_chef|pet_owner,Bohemian|Modern|Traditional,Neutrals|Warm Earth Tones,Dim Artificial,431.6,0.17
CUST00408,55-64,single|frequent_entertainer|renter,Farmhouse,Natural Wood,Dim Natural,1405.22,0.122
CUST00409,35-44,couple|home_chef,Eclectic|Scandinavian,Greens,Mixed,679.58,0.208
CUST00410,35-44,family_with_kids|homeowner,Minimalist|Traditional|Mid-Century,Metallics,Dim Natural,557.31,0.118
CUST00411,35-44,homeowner|family_with_kids|single,Farmhouse|Bohemian,Greens|Black & White,Bright Artificial,248.26,0.023
CUST00412,35-44,homeowner|diy_enthusiast,Scandinavian|Modern,Blues,Bright Artificial,406.23,0.072
CUST00413,55-64,diy_enthusiast|home_chef|couple,Modern|Minimalist|Bohemian,Jewel Tones,Dim Natural,929.69,0.019
CUST00414,65+,homeowner|pet_owner|couple|family_with_kids,Modern|Traditional|Bohemian,Metallics,Bright Natural,583.27,0.088
CUST00415,35-44,family_with_kids|homeowner,Coastal,Warm Earth Tones,Dim Artificial,287.85,0.119
CUST00416,35-44,homeowner|renter,Scandinavian|Bohemian|Minimalist,Natural Wood,Bright Natural,437.88,0.219
CUST00417,45-54,pet_owner|couple,Coastal,Blues|Pastels,Bright Natural,387.91,0.014
CUST00418,18-24,eco_conscious|pet_owner,Mid-Century|Eclectic|Coastal,Metallics|Pastels,Dim Natural,541.64,0.317
CUST00419,65+,home_chef|diy_enthusiast|family_with_kids,Farmhouse,Neutrals,Bright Artificial,1022.3,0.366
CUST00420,35-44,eco_conscious|renter,Minimalist,Warm Earth Tones|Metallics,Mixed,305.87,0.054
CUST00421,65+,single|eco_conscious|frequent_entertainer|home_chef,Farmhouse,Black & White|Warm Earth Tones,Mixed,1037.77,0.085
CUST00422,25-34,family_with_kids|frequent_entertainer|renter|home_chef,Minimalist|Eclectic|Scandinavian,Pastels|Blues,Dim Natural,1161.57,0.575
CUST00423,55-64,eco_conscious|renter|family_with_kids|frequent_entertainer,Bohemian|Minimalist,Pastels|Natural Wood,Bright Artificial,882.26,0.095
CUST00424,35-44,pet_owner|eco_conscious,Bohemian|Farmhouse,Metallics,Dim Natural,531.53,0.41
CUST00425,35-44,couple|homeowner,Modern|Mid-Century,Neutrals,Bright Natural,321.76,0.102
CUST00426,35-44,pet_owner|home_chef|renter,Coastal|Traditional,Warm Earth Tones|Greens,Bright Natural,1435.98,0.279
CUST00427,65+,single|home_chef|diy_enthusiast,Bohemian,Warm Earth Tones|Metallics,Bright Artificial,1254.73,0.151
CUST00428,35-44,frequent_entertainer|couple|family_with_kids,Coastal|Minimalist,Natural Wood|Greens,Mixed,1280.99,0.39
CUST00429,25-34,frequent_entertainer|single|renter,Eclectic|Coastal|Mid-Century,Metallics|Natural Wood,Bright Artificial,1059.01,0.776
CUST00430,45-54,family_with_kids|diy_enthusiast,Mid-Century,Pastels,Mixed,264.65,0.049
CUST00431,25-34,pet_owner|homeowner,Coastal|Eclectic|Bohemian,Warm Earth Tones|Jewel Tones,Bright Artificial,388.55,0.068
CUST00432,25-34,couple|pet_owner,Traditional|Scandinavian,Metallics|Greens,Dim Natural,477.84,0.29
CUST00433,35-44,eco_conscious|family_with_kids,Modern,Blues|Black & White,Bright Natural,171.69,0.04
CUST00434,35-44,renter|pet_owner|single,Modern|Farmhouse|Mid-Century,Pastels|Greens,Dim Natural,289.11,0.541
CUST00435,35-44,couple|pet_owner|frequent_entertainer,Eclectic|Minimalist|Bohemian,Neutrals,Bright Natural,1171.74,0.189
CUST00436,65+,eco_conscious|family_with_kids,Mid-Century|Minimalist|Industrial,Monochrome,Bright Artificial,283.31,0.197
CUST00437,65+,pet_owner|frequent_entertainer|couple|diy_enthusiast,Bohemian|Farmhouse|Eclectic,Monochrome|Pastels,Dim Artificial,1348.24,0.345
CUST00438,55-64,frequent_entertainer|eco_conscious,Bohemian|Minimalist,Pastels|Monochrome,Bright Natural,1137.66,0.051
CUST00439,25-34,homeowner|pet_owner|home_chef|frequent_entertainer,Eclectic,Jewel Tones,Bright Artificial,928.15,0.152
CUST00440,55-64,home_chef|frequent_entertainer,Scandinavian,Pastels|Neutrals,Dim Artificial,1104.06,0.135
CUST00441,35-44,family_with_kids|pet_owner|couple|homeowner,Modern|Farmhouse,Monochrome|Greens,Mixed,406.86,0.064
CUST00442,35-44,couple|renter|single|diy_enthusiast,Coastal,Blues,Mixed,308.23,0.2
CUST00443,65+,home_chef|frequent_entertainer|homeowner,Traditional|Bohemian,Jewel Tones|Natural Wood,Bright Artificial,1153.35,0.168
CUST00444,25-34,couple|home_chef|eco_conscious|pet_owner,Farmhouse,Blues,Mixed,524.74,0.083
CUST00445,25-34,homeowner|home_chef|renter|family_with_kids,Modern|Scandinavian|Minimalist,Monochrome,Dim Artificial,564.57,0.108
CUST00446,45-54,family_with_kids|renter|single,Mid-Century,Blues|Warm Earth Tones,Mixed,538.33,0.031
